id,question
641,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：日系（款式）属于或类似于___（风格）
#答案#
优雅气质
#候选#
['韩版气质', '欧美风', '欧美时尚', '欧美简约', '北欧风格', '美式复古', '欧美复古', '韩版时尚', '欧美性感', '韩版潮流', '韩版潮', '中国风', '北欧风', '韩版百搭', '日系学生']"
642,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：包臀（款式）适用于___（功能）
#答案#
塑形
#候选#
['遮肉', '束腰', '收紧', '美背', '遮胯', '显胸', '运动', '美腿', '亲肤', '显气质', '反光', '防晒', '亮皮', '露锁骨', '显高']"
643,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：厚底（款式）适用于___（功能）
#答案#
减震
#候选#
['减压', '抗压', '反光', '运动', '防寒', '健身', '防臭', '清凉', '防水', '保暖', '打底', '瘦腿', '显身材', '透气', '增高']"
644,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：拖尾（款式）适用于___（功能）
#答案#
修身收腰
#候选#
['修身显瘦', '收腰', '修身', '遮孕肚', '遮肚', '美背', '透气', '亲肤', '显瘦', '清爽']"
645,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：日系（款式）适用于___（功能）
#答案#
护肤
#候选#
['遮脸', '遮肚', '光疗', '修身', '保暖', '清爽', '防寒', '吸湿', '遮阳', '显气质', '防风', '美背', '排汗', '清凉', '显瘦遮肚']"
646,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：网格（款式）适用于___（功能）
#答案#
通风
#候选#
['吸湿', '清凉', '清爽', '保暖', '吸汗', '排汗', '清凉透气', '遮阳', '收纳', '环保', '速干', '快干', '束脚', '运动', '减龄']"
647,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：高领（款式）适用于___（功能）
#答案#
吸湿
#候选#
['透气', '感温', '排汗', '透风', '降温', '防水', '清爽', '清凉', '防晒', '脱脂', '拉伸', '柔顺', '放松', '加厚防水', '蓬松']"
648,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：中长（款式）的旅行箱适用于___（动作）的时候
#答案#
留学
#候选#
['装修', '化妆', '学习', '健身', '做饭', '理发', '减肥', '煮饭', '瑜伽', '炒菜', '收藏', '滑雪', '拖地', '进食', '直播']"
649,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：便携（款式）的钓箱适用于___（动作）的时候
#答案#
垂钓
#候选#
['潜水', '酿酒', '爬山', '调酒', '施肥', '烧饭', '度假', '购物', '包饺子', '竞技', '洗碗', '收藏', '军训', '整理', '洗头']"
650,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：便携（款式）的衬衫适用于___（动作）的时候
#答案#
面试
#候选#
['直播', '购物', '军训', '进口', '整理', '开学', '洗碗', '洗头', '租房', '教育', '租车', '乔迁', '调酒', '竞技', '搬家']"
651,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：便携（款式）的水杯适用于___（动作）的时候
#答案#
吃饭
#候选#
['烧饭', '购物', '调酒', '洗碗', '度假', '搬家', '租房', '开学', '爬山', '包饺子', '整理', '装饰', '健身', '换牙', '直播']"
652,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：内搭（款式）的袜子适用于___（动作）的时候
#答案#
怀孕
#候选#
['减肥', '进食', '做饭', '用餐', '装修', '生日', '学习', '游泳', '按摩', '洗衣', '理发', '棒球']"
653,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：印字（款式）的储蓄罐适用于___（动作）的时候
#答案#
存钱
#候选#
['搬家', '摆摊', '办公', '学习', '练字', '摄影', '直播', '装饰', '跑步', '化妆', '理发', '早教', '表白', '按摩', '送女友']"
654,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：厚（款式）的连衣裙适用于___（动作）的时候
#答案#
面试
#候选#
['入学', '用餐', '送餐', '装修', '化妆', '学习', '开学', '洗头', '教育', '理发', '洗脸', '洗车', '减肥', '进食', '收藏']"
