id,question,result
689,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：浴室（空间）需要___（功能）
*选项*：['方便携带', '持久', '护理', '遮阳']",护理
690,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：书（品类）适用于___（动作）的时候
*选项*：['美甲', '瑜伽', '化妆', '摄影']",美甲
691,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：帽子（品类）适用于___（动作）的时候
*选项*：['游戏', '钓鱼', '结婚', '洗头发']",钓鱼
692,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：桌（品类）适用于___（动作）的时候
*选项*：['结婚', '过家家', '野餐', '游戏']",野餐
693,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：椅子（品类）适用于___（动作）的时候
*选项*：['阅读', '按摩', '午睡', '会客']",会客
694,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：羽绒服（品类）适用于___（动作）的时候
*选项*：['瑜伽', '度假', '爆炒', '怀孕']",度假
695,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：切片机和切肉机（品类）适用于___（植物）
*选项*：['大蒜', '韭菜', '四季豆', '萝卜']",萝卜
696,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：嫁接刀（品类）适用于___（植物）
*选项*：['小麦', '紫罗兰', '橙子', '大蒜']",橙子
697,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：水果分割器（品类）适用于___（植物）
*选项*：['南瓜', '冬瓜', '车厘子', '椰子']",车厘子
698,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：盆子（品类）适用于___（植物）
*选项*：['月季', '葡萄', '小麦', '椰子']",葡萄
699,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：饰品（品类）适用于___（空间）
*选项*：['书房', '酒吧', '阳台', '办公室']",办公室
700,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：5色（颜色）属于或类似于___（颜色）
*选项*：['荧光', '透视', '裸', '流金']",裸
701,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：6色（颜色）属于或类似于___（颜色）
*选项*：['混色', '渐变色', '透视', '纯']",混色
702,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：丹红（颜色）属于或类似于___（颜色）
*选项*：['紫罗兰', '樱桃红色', '棕红', '腮红色']",棕红
703,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：云朵白（颜色）属于或类似于___（颜色）
*选项*：['乳白', '雪山白', '深白', '冰雪白']",乳白
704,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：云朵白（颜色）属于或类似于___（颜色）
*选项*：['冰雪白', '闪白色', '雪山白', '深白']",闪白色
705,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：假黑（颜色）属于或类似于___（颜色）
*选项*：['棕色', '黑金色', '黄色', '黑颜色']",黑颜色
706,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：元黑（颜色）属于或类似于___（颜色）
*选项*：['首案红', '纯', '神秘黑', '元年']",神秘黑
707,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：光白（颜色）属于或类似于___（颜色）
*选项*：['光绿', '肤色', '光黑', '果白']",果白
708,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全灰（颜色）属于或类似于___（颜色）
*选项*：['炭灰色', '纯藕灰', '浅浅灰', '渐变灰']",纯藕灰
709,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全红色（颜色）属于或类似于___（颜色）
*选项*：['土红色', '朱红色', '灰红', '深紫红色']",朱红色
710,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全红色（颜色）属于或类似于___（颜色）
*选项*：['金红色', '潮红色', '黒红', '紫红色']",黒红
711,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全蓝（颜色）属于或类似于___（颜色）
*选项*：['大海蓝', '珠光蓝', '羽毛蓝', '绒蓝色']",羽毛蓝
712,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全蓝（颜色）属于或类似于___（颜色）
*选项*：['钴蓝', '银海蓝', '水蓝', '淡青蓝']",银海蓝
713,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全蓝（颜色）属于或类似于___（颜色）
*选项*：['戈蓝色', '蓝灰色', '浓蓝绿色', '灰蓝色']",戈蓝色
714,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：全银（颜色）属于或类似于___（颜色）
*选项*：['银白', '金灰', '纯色白色', '全铜']",银白
715,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：典雅蓝（颜色）属于或类似于___（颜色）
*选项*：['魔力蓝', '典雅绿', '古典蓝', '典雅紫']",魔力蓝
